,case,event,time:timestamp,Column_4,role,case:creator
1295,washing,complete,2012-11-29 10:20:43+01:00,washing,191,Fluxicon Disco
1296,grooming,start,2012-11-29 10:23:45+01:00,grooming,191,Fluxicon Disco
1297,grooming,complete,2012-11-29 10:29:38+01:00,grooming,191,Fluxicon Disco
1298,washing,start,2012-11-29 10:30:13+01:00,washing,191,Fluxicon Disco
1299,washing,complete,2012-11-29 10:31:17+01:00,washing,191,Fluxicon Disco
1300,toilet,start,2012-11-29 10:34:49+01:00,toilet,191,Fluxicon Disco
1301,toilet,complete,2012-11-29 10:42:15+01:00,toilet,191,Fluxicon Disco
1302,outdoors,start,2012-11-29 10:45:46+01:00,outdoors,191,Fluxicon Disco
1303,outdoors,complete,2012-11-29 14:26:57+01:00,outdoors,191,Fluxicon Disco
1304,watchingtv,start,2012-11-29 14:27:07+01:00,watchingtv,191,Fluxicon Disco
1305,watchingtv,complete,2012-11-29 16:10:49+01:00,watchingtv,191,Fluxicon Disco
1306,washing,start,2012-11-29 16:12:29+01:00,washing,191,Fluxicon Disco
1307,washing,complete,2012-11-29 16:12:48+01:00,washing,191,Fluxicon Disco
1308,toilet,start,2012-11-29 16:13:00+01:00,toilet,191,Fluxicon Disco
1309,toilet,complete,2012-11-29 16:17:54+01:00,toilet,191,Fluxicon Disco
1310,watchingtv,start,2012-11-29 16:18:16+01:00,watchingtv,191,Fluxicon Disco
1311,watchingtv,complete,2012-11-29 18:15:55+01:00,watchingtv,191,Fluxicon Disco
1312,snack,start,2012-11-29 18:16:08+01:00,snack,191,Fluxicon Disco
1313,snack,complete,2012-11-29 18:42:19+01:00,snack,191,Fluxicon Disco
1314,watchingtv,start,2012-11-29 18:44:51+01:00,watchingtv,191,Fluxicon Disco
1315,watchingtv,complete,2012-11-29 20:58:08+01:00,watchingtv,191,Fluxicon Disco
1316,toilet,start,2012-11-29 21:00:13+01:00,toilet,191,Fluxicon Disco
1317,washing,start,2012-11-29 21:01:06+01:00,washing,191,Fluxicon Disco
1318,washing,complete,2012-11-29 21:01:09+01:00,washing,191,Fluxicon Disco
1319,toilet,complete,2012-11-29 21:01:23+01:00,toilet,191,Fluxicon Disco
1320,grooming,start,2012-11-29 21:01:27+01:00,grooming,191,Fluxicon Disco
1321,grooming,complete,2012-11-29 21:01:51+01:00,grooming,191,Fluxicon Disco
1322,watchingtv,start,2012-11-29 21:02:43+01:00,watchingtv,191,Fluxicon Disco
1323,watchingtv,complete,2012-11-29 22:25:43+01:00,watchingtv,191,Fluxicon Disco
1324,prepareDinner,start,2012-11-29 22:26:00+01:00,prepareDinner,191,Fluxicon Disco
1325,eatingDinner,start,2012-11-29 22:41:20+01:00,eatingDinner,191,Fluxicon Disco
1326,eatingDinner,complete,2012-11-30 00:14:32+01:00,eatingDinner,191,Fluxicon Disco
1327,End,start,2012-11-30 00:14:32+01:00,End,191,Fluxicon Disco
1328,End,complete,2012-11-30 00:14:32+01:00,End,191,Fluxicon Disco
1329,prepareDinner,complete,2012-11-30 22:40:22+01:00,prepareDinner,191,Fluxicon Disco
1330,Start,start,2012-11-30 00:18:08+01:00,Start,201,Fluxicon Disco
1331,Start,complete,2012-11-30 00:18:08+01:00,Start,201,Fluxicon Disco
1332,watchingtv,start,2012-11-30 00:18:08+01:00,watchingtv,201,Fluxicon Disco
1333,watchingtv,complete,2012-11-30 01:39:04+01:00,watchingtv,201,Fluxicon Disco
1334,toilet,start,2012-11-30 01:40:19+01:00,toilet,201,Fluxicon Disco
1335,toilet,complete,2012-11-30 01:40:36+01:00,toilet,201,Fluxicon Disco
1336,sleeping,start,2012-11-30 01:40:53+01:00,sleeping,201,Fluxicon Disco
1337,sleeping,complete,2012-11-30 10:20:45+01:00,sleeping,201,Fluxicon Disco
1338,toilet,start,2012-11-30 10:25:46+01:00,toilet,201,Fluxicon Disco
1339,toilet,complete,2012-11-30 10:26:56+01:00,toilet,201,Fluxicon Disco
1340,grooming,start,2012-11-30 10:27:06+01:00,grooming,201,Fluxicon Disco
1341,grooming,complete,2012-11-30 10:27:08+01:00,grooming,201,Fluxicon Disco
1342,washing,start,2012-11-30 10:27:14+01:00,washing,201,Fluxicon Disco
1343,washing,complete,2012-11-30 10:28:47+01:00,washing,201,Fluxicon Disco
1344,grooming,start,2012-11-30 10:29:05+01:00,grooming,201,Fluxicon Disco
1345,grooming,complete,2012-11-30 10:42:16+01:00,grooming,201,Fluxicon Disco
1346,prepareBreakfast,start,2012-11-30 10:43:19+01:00,prepareBreakfast,201,Fluxicon Disco
1347,eatingBreakfast,start,2012-11-30 10:46:19+01:00,eatingBreakfast,201,Fluxicon Disco
1348,prepareBreakfast,complete,2012-11-30 11:45:40+01:00,prepareBreakfast,201,Fluxicon Disco
1349,eatingBreakfast,complete,2012-11-30 11:51:40+01:00,eatingBreakfast,201,Fluxicon Disco
1350,washing,start,2012-11-30 11:52:27+01:00,washing,201,Fluxicon Disco
1351,washing,complete,2012-11-30 11:56:38+01:00,washing,201,Fluxicon Disco
1352,shower,start,2012-11-30 11:57:17+01:00,shower,201,Fluxicon Disco
1353,shower,complete,2012-11-30 12:00:45+01:00,shower,201,Fluxicon Disco
1354,washing,start,2012-11-30 12:02:55+01:00,washing,201,Fluxicon Disco
1355,washing,complete,2012-11-30 12:03:36+01:00,washing,201,Fluxicon Disco
1356,watchingtv,start,2012-11-30 12:04:02+01:00,watchingtv,201,Fluxicon Disco
1357,watchingtv,complete,2012-11-30 12:26:06+01:00,watchingtv,201,Fluxicon Disco
1358,grooming,start,2012-11-30 12:26:30+01:00,grooming,201,Fluxicon Disco
1359,grooming,complete,2012-11-30 12:26:33+01:00,grooming,201,Fluxicon Disco
1360,washing,start,2012-11-30 12:26:38+01:00,washing,201,Fluxicon Disco
1361,washing,complete,2012-11-30 12:30:52+01:00,washing,201,Fluxicon Disco
1362,grooming,start,2012-11-30 12:42:55+01:00,grooming,201,Fluxicon Disco
1363,grooming,complete,2012-11-30 12:53:59+01:00,grooming,201,Fluxicon Disco
1364,toilet,start,2012-11-30 12:54:06+01:00,toilet,201,Fluxicon Disco
1365,washing,start,2012-11-30 12:54:14+01:00,washing,201,Fluxicon Disco
1366,washing,complete,2012-11-30 12:54:54+01:00,washing,201,Fluxicon Disco
1367,toilet,complete,2012-11-30 12:55:02+01:00,toilet,201,Fluxicon Disco
1368,grooming,start,2012-11-30 12:55:16+01:00,grooming,201,Fluxicon Disco
1369,grooming,complete,2012-11-30 12:55:19+01:00,grooming,201,Fluxicon Disco
1370,watchingtv,start,2012-11-30 12:56:27+01:00,watchingtv,201,Fluxicon Disco
1371,watchingtv,complete,2012-11-30 14:46:36+01:00,watchingtv,201,Fluxicon Disco
1372,prepareLunch,start,2012-11-30 14:51:36+01:00,prepareLunch,201,Fluxicon Disco
1373,prepareLunch,complete,2012-11-30 15:05:54+01:00,prepareLunch,201,Fluxicon Disco
1374,eatingLunch,start,2012-11-30 15:08:36+01:00,eatingLunch,201,Fluxicon Disco
1375,eatingLunch,complete,2012-11-30 15:20:00+01:00,eatingLunch,201,Fluxicon Disco
1376,watchingtv,start,2012-11-30 15:20:09+01:00,watchingtv,201,Fluxicon Disco
1377,watchingtv,complete,2012-11-30 17:29:09+01:00,watchingtv,201,Fluxicon Disco
1378,snack,start,2012-11-30 17:30:40+01:00,snack,201,Fluxicon Disco
1379,snack,complete,2012-11-30 17:42:59+01:00,snack,201,Fluxicon Disco
1380,toilet,start,2012-11-30 17:46:06+01:00,toilet,201,Fluxicon Disco
1381,toilet,complete,2012-11-30 17:48:12+01:00,toilet,201,Fluxicon Disco
1382,watchingtv,start,2012-11-30 17:51:32+01:00,watchingtv,201,Fluxicon Disco
1383,watchingtv,complete,2012-11-30 22:11:57+01:00,watchingtv,201,Fluxicon Disco
1384,prepareDinner,start,2012-11-30 22:12:05+01:00,prepareDinner,201,Fluxicon Disco
1385,prepareDinner,complete,2012-11-30 22:15:48+01:00,prepareDinner,201,Fluxicon Disco
1386,eatingDinner,start,2012-11-30 22:16:07+01:00,eatingDinner,201,Fluxicon Disco
1387,eatingDinner,complete,2012-11-30 22:39:48+01:00,eatingDinner,201,Fluxicon Disco
1388,watchingtv,start,2012-11-30 22:40:00+01:00,watchingtv,201,Fluxicon Disco
1389,watchingtv,complete,2012-12-01 00:08:42+01:00,watchingtv,201,Fluxicon Disco
1390,End,start,2012-12-01 00:08:42+01:00,End,201,Fluxicon Disco
1391,End,complete,2012-12-01 00:08:42+01:00,End,201,Fluxicon Disco
